price,bedrooms,bathrooms,sqft_living,sqft_lot
210000,3,1,1030,4583
365000,2,1,980,5110
178000,5,1.5,1990,18200
710000,2,1,1790,4000
255000,2,1,810,7980
528000,5,2.25,2940,38009
537000,4,4.25,4883,26040
442000,4,1.5,1360,6110
375000,3,1.75,1370,19550
637250,4,2.5,2120,3220
427500,3,1.75,1240,7200
700000,4,2.5,2770,89298
680000,3,1.75,1660,5750
393820,2,2,1170,8251
525000,4,2.75,2470,7200
505000,2,1.75,1310,3816
555565,3,2,1670,11337
650000,3,1.75,1660,10819
632500,5,3.25,3500,7254
269000,3,2.5,1440,3800
405000,4,2.75,2360,7716
845000,3,3.5,3460,15745
234000,3,1,1750,8820
638000,4,1.75,1470,4236
290000,3,1.75,1710,10950
262000,1,0.75,520,12981
270000,4,2.5,2350,5835
875000,4,2.25,2380,4876
299000,3,2.25,1920,7840
551000,3,1,1580,6000
350000,3,2.75,3070,5280
1.90E+06,3,2.5,2660,13367
511718,2,1.75,1700,5000
965000,4,3.25,5010,49222
475000,4,2.25,2680,4673
1.06E+06,4,2.75,2720,4000
252000,2,1,940,15450
580000,6,2.5,3596,13700
374950,2,2.25,1240,1172
739000,5,4,4660,9900
271000,4,1.75,1710,7200
230000,2,1,930,7550
210000,3,2.25,1430,9150
350000,3,2.75,1650,5700
491500,3,2.25,1560,12000
325000,3,2.5,1870,9825
190000,3,2,1320,7625
658600,4,2,1400,4690
299950,3,1.5,1940,8951
464000,5,2,2000,3000
308000,3,1,1640,18144
625000,3,1,1020,7650
240000,3,1.75,1630,9450
530000,4,2.5,2940,35996
1.00E+06,5,4.5,2120,8944
439000,1,1,790,2400
575000,4,1.75,2020,6200
418000,3,1.75,1530,7238
1.21E+06,4,3.75,3250,10949
1.10E+06,4,3.75,2930,3200
1.90E+06,3,3.75,3150,8550
580000,3,2.5,2180,40278
380000,2,1,1040,7372
256000,3,1,880,5375
349950,3,1,1400,7066
691500,4,2.5,2600,7200
556000,3,1.75,1590,2500
218000,3,2.25,1610,7084
425000,4,2,1390,4500
935000,3,3.25,3710,38509
732000,4,1.75,2360,11300
805500,3,1,1440,10330
507250,3,1.75,1400,5750
800000,4,2.5,4600,67369
600000,3,2.25,2100,8276
627800,4,1.75,2010,12044
660000,2,2.25,2550,6000
153503,2,2.5,1240,3649
456500,3,2.25,2090,9163
1.31E+06,5,2.5,2770,8100
843500,3,2.5,3560,11448
625000,3,1,1240,4080
527000,2,1.75,1640,4080
1.97E+06,5,3.75,3940,13738
1.00E+06,5,2.5,3150,50094
855000,4,3,2550,5300
725000,4,3.25,3940,27591
315000,1,1,580,7200
180000,3,1.75,1330,16000
700000,2,1,930,5000
476500,3,1,1060,8625
193000,3,1.5,1180,9048
295000,4,2.5,1850,6663
363000,2,1,820,4880
875000,4,2.5,3600,21794
257200,3,2,1850,8250
555000,3,2,2240,11250
380000,3,2.25,1860,15559
282000,4,2.75,2390,7330
545000,4,2.5,2040,6034
550000,3,1.5,1900,5000
921500,3,1.5,1900,5000
885000,3,1.5,2200,2880
820000,4,2.25,2280,6660
289000,3,1,1090,7315
334000,1,1,670,5750
206000,3,1,1050,5233
491950,3,2.25,2090,10733
430000,3,2.5,2030,7770
208000,3,2,1250,7995
245000,4,2.25,2600,6390
426000,2,1,640,2500
400000,3,2.5,2120,3742
553000,3,1,1330,5100
296000,2,1,750,4680
428000,3,2.5,2230,32660
325000,4,2.5,1890,6156
294000,2,1,820,6366
410000,3,1.75,1880,8424
590000,4,4.25,2360,57514
445000,3,2.25,1850,4050
921000,4,2.5,2310,5362
496000,3,1.5,2520,37616
95000,2,1,800,8550
359000,4,1.75,1580,6396
452500,3,2.5,2430,88426
555000,4,1.75,2350,6200
549900,5,3,3800,42316
569000,5,3,3670,10583
318500,4,2,1780,7350
487028,2,1.5,1295,1093
240000,3,1,1350,7560
253000,3,2.25,1440,9806
380000,5,1.75,1320,38125
250000,2,0.75,700,16828
368500,2,1.75,2510,19141
340000,3,1,3180,27586
400000,2,1,910,4000
835000,3,2,1570,4625
299000,3,2.5,2450,7062
1.68E+06,6,2.25,4910,6600
265000,3,2,1570,5706
437500,4,2.5,2680,7513
865000,3,1.75,2090,4725
626000,3,2,2150,7200
247300,2,2,1140,1118
2.08E+06,4,3.5,4230,20377
425000,3,1,1790,6000
905000,5,3.5,3100,10200
641250,3,2.5,2220,2550
675000,4,2.5,2370,9679
845000,4,2.75,4070,115434
401500,4,1,1790,8400
395000,3,2.5,1610,3755
1.10E+06,5,2.75,2830,18050
145000,3,1,1010,5490
900000,3,1,1560,3825
374500,3,1.5,1330,8636
850000,4,2.25,2330,10451
490000,3,1,960,5750
304000,3,2.5,1710,6773
400000,4,2.25,2230,7200
454000,3,2,1700,10000
160000,2,2,1040,4750
542000,3,1.75,1070,8030
403500,5,2.5,3600,17300
418000,4,2.5,2750,8471
406000,4,1.5,1920,6000
242500,3,2.25,1770,10000
425000,4,2.5,2460,5440
613000,4,2,1550,4815
189000,3,2,1460,11481
700000,4,2.25,2440,9450
750000,3,1,1640,6516
494000,2,1,1290,4650
700000,4,3,3150,7778
705000,2,2.5,2305,5580
356000,2,1.75,1060,16470
625000,3,1.75,2060,12558
144975,2,1,900,7500
970000,4,4.5,3890,5906
415000,3,1.75,1910,12596
485000,4,3,2340,7048
799950,3,3,2900,11769
783350,4,2.5,3290,35001
430000,1,1,630,1362
2.54E+06,5,4.75,5410,13431
975000,4,2.5,4270,43386
950000,3,1.5,1700,8050
350000,2,1,1430,8157
637000,4,2.75,2850,7510
895000,3,2,2160,105415
579000,2,2,1760,7200
314900,4,1.75,2700,27072
122000,2,1,860,6000
405000,2,1,880,3000
553650,2,2.5,1360,1349
369900,2,2.5,1770,1853
225000,3,2,2030,24829
160000,2,1,1180,9350
449500,4,2,2430,199940
650000,3,1,1300,8266
542126,4,2.5,2360,43088
309950,3,1.5,1200,15606
115000,2,1,1000,16524
221700,2,1.5,1556,20000
726000,3,2.5,1890,3880
515000,3,1.75,1810,5733
756000,4,2.5,2730,10753
1.57E+06,4,3.75,3070,5850
442000,4,2.25,2080,12007
260000,4,2,1620,7992
390000,2,1.75,1150,2723
459500,2,1,1250,3825
330000,3,1.5,1430,8000
189000,2,1,790,7128
280000,3,1,1200,9322
400000,2,1.75,2110,9519
368000,4,2,3160,11193
390000,4,1.75,2700,7875
245000,2,1,820,7475
375000,4,2.5,1800,8432
465000,5,1.5,1750,12491
445000,3,2,1540,67953
250000,3,1,1130,7800
475500,3,1,1500,9416
672324,2,1.75,1600,5795
420000,3,2,1200,5029
515000,3,2,1690,5100
732350,4,2.5,2270,7665
297500,4,2.5,1910,5000
475000,3,1.5,1640,2720
414000,4,2.5,2120,6497
357250,3,1.5,1400,8840
289950,2,1,760,6000
550000,3,1,1070,3713
446000,3,1.75,1460,9998
279000,3,1.5,1280,16738
370000,3,2.25,1650,4859
216000,3,2,1260,4125
1.10E+06,3,2.5,2200,20000
1.28E+06,4,2.5,3560,15450
355000,2,1.5,1140,2500
699000,4,2.5,2550,7312
412000,3,2.5,1553,1991
276000,2,1,1140,7200
100000,2,1,790,6426
955500,4,1.75,2130,5080
199000,3,1,1390,21262
762000,4,3.5,4000,15253
425000,4,2,1520,7983
546000,2,1,1657,5031
419600,3,1.75,1680,8460
735000,4,2.25,2270,5102
1.23E+06,2,2.5,2470,609
445000,2,2,1240,2500
665000,3,2,1740,41275
1.29E+06,5,3.5,4090,290980
508500,4,2.75,2520,12500
345950,5,1,1340,11198
207500,3,1,1640,9750
1.08E+06,4,2.5,3000,10920
640000,3,1,1210,3720
329500,3,1,1810,13068
460000,4,2.75,2200,9676
1.23E+06,3,1.75,2200,14630
805000,5,3,2350,6480
200000,3,1.5,1090,10454
749700,3,1.75,2280,77972
288000,0,1.5,1430,1650
535000,2,1,1520,3360
330000,3,2.25,1620,7150
479200,3,2,1510,3750
373000,5,2.5,3001,5710
355000,4,1.5,2020,6000
275000,3,2,1380,4500
380000,3,1.5,1520,4288
417000,2,1.75,1090,4590
1.17E+06,5,3.75,4220,15959
598500,3,2.25,2520,12000
629000,3,2,1760,5000
226950,2,1,930,6600
1.23E+06,4,2.5,2600,11542
415000,3,2.25,2180,11100
595000,3,2.5,1910,3075
209950,3,1.75,1100,5525
568000,3,1.75,1760,235224
119900,2,1,700,3180
207000,3,1,1080,10200
195000,3,1,1070,22489
324950,3,1.5,1460,8710
210000,1,1,1050,7583
1.08E+06,4,2.75,3160,42733
325088,4,1,1400,6739
790000,4,3,3120,157875
150000,2,1,720,212137
790000,3,3,2840,206910
255000,2,1,1220,2500
697000,4,3,2820,2850
457500,2,1,840,5000
690000,3,2,1610,5100
967000,4,3.25,1860,4356
980000,4,1.75,2260,17711
619420,4,2.75,2450,14803
389000,2,1,850,3276
500000,3,1,1800,7200
569000,4,1.75,1230,7890
425000,4,2.25,2060,8540
635000,4,2.25,2750,6180
256500,2,1,1120,9912
695000,4,2.5,3010,11393
535000,4,1.5,1580,5000
454200,4,2.5,2630,5379
418500,2,1,790,5800
749950,4,2.75,3110,35235
338500,3,1.75,2130,5489
1.25E+06,4,3.75,4520,9240
299950,3,2.5,1600,9830
325000,4,1.75,1950,12500
434000,4,3,2010,8171
328950,4,1.75,2550,8976
2.10E+06,5,3.75,5340,10655
570000,4,2,2000,46902
802000,3,2.25,2170,5001
525000,3,1,1550,6840
700000,6,3,2790,4550
350000,3,1.75,1980,273556
277500,2,1.5,1190,1236
1.58E+06,5,2.75,3650,20150
195000,3,1,1510,4350
222000,3,2,1200,6074
865000,5,3,2830,8854
445000,4,2,1650,6000
495800,4,1.5,1710,4600
548500,3,1,1740,4400
310000,3,1.75,1840,10723
205000,3,1.5,1820,8585
470000,5,3.75,3860,6901
430000,3,1.5,1810,349351
310000,2,2,1030,2271
355000,4,1,1410,7693
621500,5,2.5,2140,15950
175000,6,1.5,1930,8400
326000,6,1.5,1930,8400
690000,4,3.5,1930,5400
335000,4,2.5,2210,7214
197000,4,1,1360,11175
312500,3,1.75,1830,7969
436000,3,2.25,2120,6710
1.02E+06,4,2.5,2700,4590
805000,4,2.5,3160,35225
652427,4,2.25,2770,13129
1.01E+06,3,2.5,2240,41339
355000,4,2.5,2570,6466
334550,2,1,880,12000
557500,3,2.25,1820,9670
277500,4,2.25,1660,7184
300000,4,3,2200,10800
325000,4,1,1640,3844
402500,4,2,1650,3504
461000,3,1.75,1420,5170
540000,3,1,1270,3840
385000,3,1,1070,4000
480000,2,1,1060,3040
539950,3,2.25,2190,7149
529000,3,2.25,1940,217800
417000,3,2.5,1300,877
405000,3,1.5,1330,12500
299000,3,2.25,1940,9100
299000,3,1.75,2100,15480
372220,3,1,1290,5500
494400,2,1.75,1560,1750
280000,3,1.75,2630,6500
277950,3,2.5,2100,6021
770000,3,2.75,2070,54557
760000,4,2.5,2960,28005
230000,2,2,1300,3608
525000,4,2.5,2520,7731
307000,3,1,1150,6000
253779,4,2,2030,9600
405000,3,1.5,1880,7400
360000,2,1,2320,11250
521000,2,1,1050,7500
680000,4,2.5,3030,13068
355000,1,0.75,530,33278
200000,3,1.5,1090,9600
330000,3,2.25,2220,4060
221000,3,2.25,1430,5999
1.60E+06,4,4.5,3780,6000
310000,2,1,1560,4920
862000,4,2.25,2220,4200
200000,3,1.5,1140,8340
630000,4,2.5,2540,11100
432250,3,2.25,1440,6232
478000,3,2.25,1570,9500
249000,4,2.25,1860,9576
495000,5,3,2440,4750
630000,4,2.5,2100,8800
550000,4,2.5,2150,27540
350000,3,2.5,2440,18674
270000,5,1.5,1930,7480
488250,4,2,1830,9610
248000,4,3.5,1850,6519
889000,4,3.5,3210,5000
375000,1,1,1090,5250
933000,3,1.5,1870,3300
625000,3,2.25,1920,8412
328000,2,1,700,4350
470000,4,2.25,3380,9900
502500,5,2.5,2430,6168
484000,3,1.75,1950,17400
252500,2,1,900,7500
610000,3,2.5,2060,8893
419000,4,2,2180,10447
322500,4,2.25,2140,9377
563000,6,1,1730,2760
464000,4,2.5,3140,12591
870000,4,4.25,3010,4887
280000,2,1.5,800,1196
850000,3,2.5,3300,11570
458950,2,1,1530,4370
122000,2,1,760,5280
525000,5,3,2450,4591
286300,2,1,1000,31838
218450,2,1,840,7425
525000,3,1.5,1380,4290
650000,3,1.5,1380,4290
356000,4,2,2020,48693
436500,2,1,1260,5000
410000,3,1.75,1440,7112
512500,4,1.75,1540,8311
510000,4,1,1060,7200
566000,4,1.75,1900,10297
525000,3,1.75,2870,26500
435000,3,1,1050,5500
406500,3,2.75,1840,68479
550000,5,2.75,3000,9473
251000,3,2,1200,10212
830000,3,1.5,1840,10125
803000,4,2.5,2790,7673
206000,3,1,970,9360
200000,4,1,1070,7467
219000,2,1,900,5160
777000,4,4,2680,6000
593700,3,2.5,2000,22000
712500,3,1.5,1660,8797
600000,4,1.5,1770,6014
554663,3,2,1230,6802
267000,3,1,1740,10875
390000,3,2,1710,8910
335000,6,2,2020,7071
938000,4,2.5,2410,9886
370000,4,2.75,2310,14745
335000,5,2.5,2400,4548
695000,5,2,3160,3990
387500,3,1,1560,14333
245000,3,2.5,1770,6187
308550,3,2,1600,13200
225000,3,1.75,1330,13102
715000,4,2.5,2970,29163
335000,3,1,1020,10200
634000,3,2.5,2490,4904
337500,5,2,1700,7314
440000,1,1,850,6567
350000,3,1.75,1250,13775
400000,2,1,610,4560
1.29E+06,4,3.5,3700,13175
435000,3,1,950,10080
681000,4,2.5,3860,5130
397000,3,3.5,1360,1275
775000,4,2.5,3890,34513
480000,3,2.25,1680,9090
158000,3,2.5,1520,7200
590000,3,2,2420,208652
772500,5,2.75,3890,9130
464500,5,1.5,2940,13425
281000,3,1.75,1350,8737
620000,3,2.25,2190,45738
475000,3,2.25,2280,5750
245000,2,2,1070,4500
660000,5,2.25,2540,3750
527500,4,2.25,2270,8480
135000,2,1,1220,7250
275000,3,1.75,1890,5000
430000,4,2,1990,4740
213500,3,1,1220,6000
535000,3,3,2640,5978
641000,3,1.75,1480,9603
436300,3,2,2320,9420
1.44E+06,4,1.75,2410,6000
830000,4,2.75,2090,13500
380000,3,1,920,3532
132500,3,0.75,850,8573
179950,3,1,1130,9907
188200,3,1,1260,7265
659000,4,2,2090,10800
317000,3,2,2020,7260
625000,3,2.25,1970,4564
350000,3,1.75,1820,9545
750000,3,1.5,1840,5000
457000,4,1.75,2100,10358
632500,4,2,1770,5000
223000,3,2,1110,7231
610000,4,2.75,2090,8400
385000,4,1.75,2080,8215
367500,3,3.25,1400,1343
385100,3,1,1060,8040
230000,2,1,720,5913
286000,3,2.75,1100,750
201700,3,1,1010,9576
1.35E+06,4,4.75,5230,89298
525000,4,1.75,2420,7672
361000,3,1.5,1200,7236
530000,3,1.5,1950,1963
455000,3,2.25,1870,7403
421000,4,2.25,1310,8400
640000,4,2,1520,6200
240000,3,1,1270,12733
360000,2,1,840,7414
157340,2,1,900,23000
1.24E+06,4,3,3010,6139
250000,3,1,1050,6874
735000,6,2.75,3360,84506
884900,7,4.75,5370,10800
775000,3,3.5,2690,104544
463000,3,1.75,1710,7320
579000,3,2.5,1640,1269
570000,6,3.75,4000,6015
1.06E+06,5,4.5,4140,7924
375000,4,2.75,3140,24800
422000,2,1.75,1320,2609
866500,4,3.5,3080,4945
705000,3,2.5,2500,10359
470000,4,2.5,2520,9684
360000,3,1.25,2350,6200
795000,4,2.5,2570,13450
800000,4,2.5,3100,7807
2.45E+06,4,3.5,4730,13586
277284,3,1.75,1030,4800
460000,2,1,1020,4002
898888,3,2.5,2080,3729
211000,3,1,1410,47916
222000,2,2,1360,3300
672000,3,2.5,2620,21587
778000,3,2.25,2260,33080
312500,3,1.75,1490,9493
650000,4,2.5,2530,6500
740000,6,2.25,3140,10250
320000,3,2,1820,17600
455000,4,2.5,1770,13168
2.45E+06,5,4,4430,9000
500000,3,3.25,1490,902
325000,3,1.75,1790,27427
416000,3,2.5,1710,1296
495000,4,2.25,2070,20280
549000,2,1,1140,5400
589000,5,2,3930,10150
194820,3,1.5,1100,32700
405000,3,2.5,2260,5500
625000,3,2.5,2260,5500
205000,3,1,1130,7014
345100,3,3.75,1950,8625
200000,3,1,960,7500
1.91E+06,4,3.5,4210,18564
524500,3,1.5,3430,264844
598600,4,2.75,3470,212639
367777,5,3,2140,5937
750000,3,2.75,2520,5401
575000,5,2.25,3550,7992
84000,2,1,700,20130
255000,2,1,740,5000
1.74E+06,4,3.75,3300,4545
415000,3,2.25,1640,5880
449900,3,2.5,2780,8225
220000,5,1.5,1830,94960
899000,4,2.5,3540,9349
430000,3,2.5,1440,7320
472500,4,2.5,2960,223462
680000,6,2.5,3180,9375
1.65E+06,5,4,3310,8400
810000,3,2,2390,8025
605000,3,2.5,2460,138085
522000,3,1.75,1630,15600
759000,5,2.75,3490,8230
411000,4,2.75,2500,5257
286950,4,2.5,2080,9846
440000,3,1.5,1290,1286
149000,3,1,1700,8645
284700,3,1,1700,8645
374950,3,2.5,2540,11562
816000,3,1.5,1180,8545
533250,4,1.75,1520,15398
689800,3,2.75,2390,9313
775000,4,2.75,2740,6200
702000,3,2.5,2190,8528
160000,3,1,1350,8700
255500,3,1,1350,8700
949000,4,2.75,2980,42253
169500,2,1,790,7450
586000,4,2.25,2130,9000
680000,4,2.5,2700,37431
851500,3,2,3200,18184
582500,2,1.5,1159,4800
637000,4,3.5,3080,118918
225000,3,1,1000,9295
795000,3,3.25,2260,3727
304999,4,2.25,2270,9600
95000,1,0.75,760,5746
240000,4,1.75,1420,5382
772000,4,2.5,2500,8680
245000,2,1.5,1450,6258
430000,5,3,2500,5750
799000,3,1.5,2210,6300
880000,5,2.75,3020,9187
750000,4,2.5,3290,7538
2.89E+06,4,4,5780,7173
532000,3,2.5,1820,4910
525000,4,2.75,2500,10330
239000,2,1,1210,9375
460000,2,1.5,1090,4000
540000,4,2.25,1330,8400
475000,2,1,890,4590
445000,3,1.75,1360,4998
1.58E+06,5,3.75,4220,9240
549950,4,2.5,3780,6800
294950,4,2,2610,14321
736000,3,2.5,1980,2975
214946,3,1.75,1290,8688
856000,5,3.25,3620,5500
775000,2,2.5,2680,7392
205000,3,1.75,1200,8631
429592,2,2.75,1992,10946
414250,4,1.75,1640,13566
399950,4,2.75,1920,4400
319990,3,2.25,1840,7326
524000,3,1.5,1310,9471
349950,2,1,1050,6317
889000,4,2.5,2570,4480
300000,3,1,930,5160
395000,1,1,730,3000
348000,2,2.5,1270,1242
830000,2,1,1150,6000
173000,2,1,820,10450
585000,4,1.75,3000,42200
576750,3,2,2220,5000
495000,5,3.25,2500,7620
216650,3,3.5,1540,1427
615000,4,2.75,2750,15450
675000,4,2.5,3130,12463
510000,3,2,1430,9250
630000,3,2.5,2680,327135
359950,4,2.5,3010,5701
265000,3,1.5,1530,7500
210000,3,1,1240,4842
367000,3,2.5,2260,93218
1.08E+06,4,2.25,2820,5000
756000,3,2.5,3560,8297
203000,3,2.25,1630,9145
535000,4,2.5,2880,23994
525000,3,3.25,2200,7440
347500,3,1.75,1620,7500
620000,3,1.75,1480,2185
645000,4,2.5,2250,10696
2.20E+06,4,3,3540,11098
280000,3,2,1790,42399
432000,3,2,1400,6380
790000,3,1.5,2390,4452
635000,4,1.75,2400,10050
442000,3,1.5,2050,6384
490000,4,3,2640,5267
250000,5,1.75,2320,7700
1.33E+06,4,2.5,2440,3600
120000,3,1,1260,7500
2.95E+06,5,4.75,6240,47480
325000,4,2.5,1930,8458
210000,4,1.75,1200,7680
215000,1,1,970,7639
387000,3,1.75,1810,10800
408000,3,1,1380,7015
410000,3,1,1470,6500
216000,3,1,1010,7920
390000,3,1,1010,7920
357000,3,1.5,1340,11744
215000,3,1,970,7275
265000,3,1,1122,6554
589950,3,2.75,1670,1350
440000,3,1.75,2840,16851
248000,2,1,770,8600
730000,3,2.25,2040,130680
425000,4,2.5,3052,12145
680000,3,2.5,2620,14248
341500,5,2.25,3120,10400
395000,2,1,1100,3975
1.23E+06,4,2.75,3410,95396
695500,5,2.75,2510,9180
308000,3,1.75,1680,8629
422500,3,2,1960,6450
418000,2,1,1040,6900
385000,5,1.5,1750,9780
876650,3,3.25,2170,12508
450000,3,2.5,1639,2710
418800,4,2.25,2100,9984
330000,2,1,880,1753
550000,3,1.75,1940,8376
270000,4,2.5,2490,11650
978500,3,2.25,2060,7080
975000,4,2.5,2720,10455
455000,3,2.25,2180,6850
1.42E+06,4,3.25,3600,38016
220000,2,1,840,9000
490000,3,2,2370,12196
420000,4,2.25,2270,9100
408500,4,2.5,2720,7043
716000,3,1.5,1140,4800
965000,4,2.5,2460,5000
357823,3,1.5,1240,9196
7.06E+06,5,4.5,10040,37325
425000,3,2.25,1670,9500
711777,4,1.75,2220,6731
335000,3,1,980,9903
825000,4,1.5,1890,6938
210000,2,1,1100,6000
575000,2,1.75,2770,19700
1.21E+06,4,2.75,4250,10925
431500,2,2,1370,4866
475000,3,1.5,1480,13457
1.50E+06,4,3.75,3770,4000
540000,6,3,2870,206474
775000,3,2.5,3820,35016
635000,3,2.5,1530,2978
1.30E+06,3,2.75,4120,16365
405000,3,2.25,1590,7267
210000,3,1,1520,8600
880000,4,2.5,2350,4675
239000,4,2,1370,8837
515000,3,2.5,1540,6100
1.38E+06,3,3.25,3786,38038
215000,4,2.25,1500,5393
315000,6,2,1750,17685
442500,3,1.5,1800,8303
311000,2,1.75,1180,55321
425000,2,1,830,6030
433500,3,1.75,1540,9450
450000,3,2.25,1610,8296
675000,3,2.25,1990,10260
535000,3,2.5,2070,4132
577000,3,1.75,1760,12874
480000,3,1.75,1740,8528
400000,3,1.5,1950,4473
304000,3,1,1280,8184
355000,3,1.75,1460,7203
998000,4,3.25,3770,982998
550000,4,1.75,2410,8447
550000,4,1.75,2410,8447
210000,3,1.75,1400,7300
317000,3,2.5,2100,7587
700000,4,3.5,5360,25800
265000,3,1,1000,9150
700000,4,3.5,3150,6175
1.02E+06,5,3.5,4180,17841
1.15E+06,4,2.25,2840,20242
460000,4,2.5,2110,35091
410000,2,1.5,1660,4000
665000,4,3,2160,4400
600000,4,2.5,2420,7744
502000,4,1.75,1920,3844
364950,4,2.5,2310,8030
680000,3,2.25,2330,4000
235500,5,2.5,2340,13713
576000,4,2.5,2590,5756
405000,2,3,1410,1240
335000,3,2.75,2850,8039
122000,2,1,730,6728
432000,3,1.75,1470,6250
375000,4,2.25,2330,11400
276000,4,2.25,2460,11250
450000,3,2.25,2080,111513
210000,2,1,990,8140
279000,3,2.5,1450,4106
635000,3,1.75,1340,3900
350000,3,2.5,2730,7372
218000,3,1,1140,7560
750000,4,1.5,1950,6300
310597,4,1.75,2000,25700
355000,3,1,900,37800
735000,5,2.75,3390,5211
155000,1,1,720,6000
354000,3,1,940,10368
415000,3,1.75,1770,10513
202000,1,1,590,833
580000,3,2.5,1980,1873
1.50E+06,4,3.25,3070,10375
790000,4,2.5,3500,7519
499900,3,2.5,2100,5112
525000,4,2.25,2620,98881
810000,4,2.5,2810,10613
425000,4,1.5,2290,8773
241250,3,1.75,1350,7588
318700,4,2.5,2770,19116
720000,4,1.75,2530,5000
291000,3,1,1280,10500
420000,3,1.75,1060,38644
210000,2,1.75,1000,3554
645000,3,3.25,3870,11000
762000,5,2,3370,5000
247500,4,1.75,2290,7765
282500,3,2.25,1670,7150
395000,3,1.75,1460,22651
295000,3,1.75,1770,8235
235000,2,1,820,5100
770000,3,1.75,1900,6334
559950,2,2,1870,4950
639000,4,2,1840,5419
314950,3,1,1590,8470
525000,3,1,1640,6180
2.40E+06,3,2.25,3000,11665
820000,3,1.75,2160,6272
1.39E+06,3,3,2490,3600
521450,3,2,1290,5700
760750,3,2.5,3190,49137
759600,4,1,1540,115434
346150,3,2,2140,7200
390000,2,1,980,3800
359950,5,2.25,2450,9432
430000,3,2,1360,5120
960000,4,3.5,4610,11676
800000,7,6.75,7480,41664
1.01E+06,3,2.5,2860,5805
290000,3,2,1810,11456
1.35E+06,4,2,2240,10296
777000,3,3.25,3610,59677
526000,2,1,1450,4500
550000,3,3.5,1450,1091
276000,3,1.5,1820,8750
2.50E+06,5,3.25,5620,12672
325000,3,1.75,2080,6554
365000,3,2.5,1780,1754
2.15E+06,8,6,4340,9415
825050,4,3.25,2860,3680
690000,3,1.5,2540,9520
390000,4,1,1140,6250
385000,3,2,1320,1297
619000,3,2.5,2040,7503
494000,4,2.25,1790,42000
412450,3,2,1910,13505
580000,3,1.75,1460,2800
269900,3,1.5,1420,22100
704300,4,1.5,1790,4080
267000,3,2,1390,6005
310000,4,1.75,1880,12150
227064,3,1.5,1570,10824
925000,3,2.5,2690,7000
245000,3,1.75,1670,11452
339888,3,1,1040,7490
439000,4,2,1560,7500
400000,2,1,1470,6120
560000,3,2.25,2070,15002
703011,2,1,1370,5922
363000,2,1,1120,4800
650000,4,2.75,2640,6240
299950,3,1,1030,9916
228950,3,1,1120,6625
465000,4,1.75,1730,11700
725000,3,2.5,2090,9847
212500,3,1,920,14400
526000,4,2.25,2970,54450
383000,3,2.5,1720,10031
244000,3,1.75,1460,4692
565000,3,1.5,1540,3570
373000,8,3,2850,12714
300000,3,2,1310,9855
405000,5,2.5,2430,4781
979000,3,1.5,1700,14133
324888,4,1.75,2160,28750
445000,3,1.5,860,3200
761000,3,3.5,2050,2020
435000,4,2,1650,4745
252000,3,2.25,1570,8410
350000,3,1.75,1660,10150
875000,3,1,1220,8119
940000,3,1,1220,8119
280000,3,2,1780,11342
450000,3,2.5,2180,4226
905000,3,2.5,3520,237402
382450,3,2.5,2220,20531
246700,3,2,1610,13309
220000,3,1.5,1070,9331
555750,3,1,1060,4880
262500,3,1.5,1160,8906
515000,2,1,910,4725
499500,3,2.5,2970,21907
135000,1,1,790,13062
462500,2,2,1540,7290
937500,4,2.5,3130,21100
458000,3,1.5,1470,9570
845000,4,2.75,3160,7143
660000,3,2.25,2675,40910
265000,3,2,1340,6783
599999,9,4.5,3830,6988
280000,3,2.5,1800,8697
1.06E+06,3,3.25,2990,189852
875000,4,3,3720,14125
125000,3,1,920,7276
634800,4,3,3280,4904
269950,4,1,1440,9600
359950,3,2.25,1940,11612
417000,3,1.75,1590,11454
389000,2,2,1340,4122
1.04E+06,4,2.5,3770,10893
698000,6,2.5,2680,11250
685000,4,2.5,2820,10125
198500,3,1.75,1520,7137
350000,4,2.5,2560,5428
649950,3,2.5,3310,387684
441000,3,1.5,1540,7200
462600,3,1.75,1430,11761
365070,4,2.5,2506,6232
550000,4,2,2250,7500
470000,5,1.75,2740,9600
340000,3,1.75,1540,10400
910000,4,2.75,4190,38912
405000,4,1.75,1690,8392
661000,4,2.25,1990,4600
635000,4,2.5,2410,7069
282000,2,1,1150,6098
235000,4,1.75,1720,10137
277500,3,2,1260,22100
346500,5,2.5,2020,8250
480000,5,2.25,2240,5500
360000,4,2.25,1930,6508
245000,3,2.5,1820,6785
625000,3,3.5,1560,1490
750500,5,3,2170,2440
525000,3,1.75,1600,9579
740000,4,3.5,3760,57063
523000,3,1.5,1240,7735
292000,3,1.75,1090,4500
625000,4,2.5,2740,9599
700000,3,2.5,3110,11727
399950,3,2.5,1610,1320
545000,4,3.5,1880,1341
339999,4,2,1740,6369
1.21E+06,4,2.25,3270,6000
545000,3,2.5,1990,5149
260000,4,1.75,1960,8400
526000,3,1.75,1680,3420
701000,4,3,2910,8540
290000,3,2.25,1500,7482
330600,1,1,580,1799
550500,3,1.75,2540,8280
430000,2,1,950,6426
4.00E+06,4,5.5,7080,16573
260600,2,1,810,4560
825000,5,3,4080,7500
378950,4,2,1820,8400
435000,4,2.5,2650,9065
631000,3,2.25,1670,1396
415000,3,2.5,2480,8342
222000,3,1.75,1240,7560
245000,3,2,1390,8250
720000,3,2.5,2880,10126
215000,3,1,1060,9954
579100,2,1,1070,2754
522500,4,1.75,1640,9299
